Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,League Name,Year
11 - 5,145,Justin Tucker,K,Terrell Suggs to be you,141.89,8.35,135.0,7.94,17,77.98,C+,THE BEST OF THE BEST,2024
13 - 9,177,Chiefs D/ST,D/ST,Maid of Honor,102.3,6.02,98.0,5.76,17,77.45,C+,THE BEST OF THE BEST,2024
5 - 2,58,DeVonta Smith,WR,Crazy Kat,183.25,12.22,165.4,12.72,13,77.41,C+,THE BEST OF THE BEST,2024
1 - 10,10,A.J. Brown,WR,Toon Squad,214.89,14.33,183.4,14.11,13,77.05,C+,THE BEST OF THE BEST,2024
5 - 11,67,Calvin Ridley,WR,Taco Tuesday Everyday,182.9,12.19,167.2,9.84,17,76.51,C,THE BEST OF THE BEST,2024
8 - 14,112,Russell Wilson,QB,the   jadey bunch,176.55,14.71,172.78,15.71,11,76.33,C,THE BEST OF THE BEST,2024
12 - 11,165,Adam Thielen,WR,Dirty Tone and  The Boys,134.41,8.96,115.5,11.55,10,76.31,C,THE BEST OF THE BEST,2024
14 - 1,183,Taysom Hill,TE,The  Dream crusher,110.48,7.37,90.84,11.36,8,76.16,C,THE BEST OF THE BEST,2024
14 - 2,184,Romeo Doubs,WR,The Upside Down,110.82,7.39,109.1,8.39,13,76.08,C,THE BEST OF THE BEST,2024
5 - 10,66,Matthew Stafford,QB,Toon Squad,240.5,16.03,214.58,13.41,16,75.82,C,THE BEST OF THE BEST,2024
8 - 6,104,Keenan Allen,WR,Maid of Honor,159.94,12.3,149.4,9.96,15,75.71,C,THE BEST OF THE BEST,2024
10 - 4,130,David Njoku,TE,Taco Tuesday Everyday,138.68,9.25,116.5,10.59,11,75.05,C,THE BEST OF THE BEST,2024
6 - 13,83,Brian Robinson Jr.,RB,Crazy Kat,161.33,11.52,149.8,10.7,14,75.0,C,THE BEST OF THE BEST,2024
5 - 1,57,Rhamondre Stevenson,RB,the   jadey bunch,168.88,12.06,159.4,10.63,15,74.99,C,THE BEST OF THE BEST,2024
1 - 13,13,Puka Nacua,WR,The Upside Down,213.73,14.25,167.1,15.19,11,74.89,C,THE BEST OF THE BEST,2024
10 - 11,137,Ravens D/ST,D/ST,Dirty Tone and  The Boys,129.63,7.63,106.0,6.24,17,74.69,C,THE BEST OF THE BEST,2024
3 - 2,30,Rachaad White,RB,Crazy Kat,198.51,14.18,174.1,10.88,16,74.4,C,THE BEST OF THE BEST,2024
7 - 1,85,Jake Elliott,K,the   jadey bunch,143.43,8.44,133.0,7.82,17,74.26,C,THE BEST OF THE BEST,2024
4 - 3,45,Travis Kelce,TE,Team Rodriguez,167.74,11.18,146.9,9.18,16,74.08,C,THE BEST OF THE BEST,2024
13 - 4,172,Younghoe Koo,K,Dirty Tone and  The Boys,137.08,8.06,111.0,7.93,14,73.95,C,THE BEST OF THE BEST,2024
14 - 5,187,Isaiah Likely,TE,Toon Squad,115.45,7.7,102.7,6.42,16,73.89,C,THE BEST OF THE BEST,2024
4 - 11,53,Kenneth Walker III,RB,Dirty Tone and  The Boys,197.1,14.08,158.2,13.18,12,73.83,C,THE BEST OF THE BEST,2024
4 - 7,49,Sam LaPorta,TE,It HURTS being an Eagles fan ,167.73,11.18,144.6,9.04,16,73.66,C,THE BEST OF THE BEST,2024
2 - 9,23,Marvin Harrison Jr.,WR,sports,186.72,12.45,165.5,9.74,17,73.57,C,THE BEST OF THE BEST,2024
13 - 3,171,Bengals D/ST,D/ST,Wu-Tangs Killabeez,115.76,6.81,93.0,5.47,17,73.51,C,THE BEST OF THE BEST,2024
4 - 6,48,DK Metcalf,WR,Maid of Honor,190.21,12.68,158.2,10.55,15,73.43,C,THE BEST OF THE BEST,2024
14 - 14,196,Xavier Legette,WR,the   jadey bunch,108.6,7.24,100.6,6.29,16,73.09,C,THE BEST OF THE BEST,2024
3 - 9,37,C.J. Stroud,QB,Maid of Honor,276.58,18.44,220.38,12.96,17,73.06,C,THE BEST OF THE BEST,2024
12 - 2,156,Jake Moody,K,The Upside Down,138.58,8.15,108.0,7.71,14,72.0,C-,THE BEST OF THE BEST,2024
1 - 4,4,Tyreek Hill,WR,Dirty Tone and  The Boys,245.99,16.4,177.7,10.45,17,71.76,C-,THE BEST OF THE BEST,2024
6 - 10,80,Chris Godwin,WR,Terrell Suggs to be you,173.33,11.56,112.8,16.11,7,71.49,C-,THE BEST OF THE BEST,2024
3 - 14,42,Tua Tagovailoa,QB,The  Dream crusher,240.5,16.03,181.58,16.51,11,71.42,C-,THE BEST OF THE BEST,2024
7 - 9,93,George Pickens,WR,Maid of Honor,173.73,11.58,134.9,9.64,14,71.35,C-,THE BEST OF THE BEST,2024
11 - 4,144,DeMario Douglas,WR,Dirty Tone and  The Boys,135.02,9.0,114.7,6.75,17,71.12,C-,THE BEST OF THE BEST,2024
9 - 6,118,Jerome Ford,RB,sports,127.77,9.13,115.5,8.25,14,70.83,C-,THE BEST OF THE BEST,2024
13 - 10,178,Dalton Schultz,TE,Toon Squad,106.33,7.09,91.7,5.39,17,70.82,C-,THE BEST OF THE BEST,2024
2 - 14,28,Cooper Kupp,WR,the   jadey bunch,178.91,11.93,141.5,11.79,12,70.49,C-,THE BEST OF THE BEST,2024
10 - 8,134,Austin Ekeler,RB,Peter Pan + the Lost Boys ,148.78,10.63,114.8,9.57,12,70.12,C-,THE BEST OF THE BEST,2024
11 - 13,153,Dolphins D/ST,D/ST,The Upside Down,116.75,6.87,86.0,5.06,17,69.89,D+,THE BEST OF THE BEST,2024
9 - 8,120,DeAndre Hopkins,WR,It HURTS being an Eagles fan ,145.01,10.36,119.0,7.44,16,69.84,D+,THE BEST OF THE BEST,2024
6 - 9,79,Kirk Cousins,QB,sports,250.92,16.73,176.32,12.59,14,69.27,D+,THE BEST OF THE BEST,2024
8 - 13,111,Rome Odunze,WR,Crazy Kat,145.35,9.69,117.9,6.94,17,69.2,D+,THE BEST OF THE BEST,2024
6 - 6,76,Javonte Williams,RB,Maid of Honor,160.77,11.48,131.9,7.76,17,68.91,D+,THE BEST OF THE BEST,2024
9 - 11,123,Cowboys D/ST,D/ST,Taco Tuesday Everyday,131.5,7.74,92.0,5.41,17,68.87,D+,THE BEST OF THE BEST,2024
8 - 10,108,Kyle Pitts,TE,Terrell Suggs to be you,137.23,9.15,107.7,6.34,17,68.6,D+,THE BEST OF THE BEST,2024
10 - 1,127,Jets D/ST,D/ST,The  Dream crusher,130.8,7.69,89.0,5.24,17,68.08,D+,THE BEST OF THE BEST,2024
13 - 5,173,Raiders D/ST,D/ST,Terrell Suggs to be you,86.77,5.1,67.0,3.94,17,67.48,D+,THE BEST OF THE BEST,2024
11 - 7,147,Tyler Allgeier,RB,Peter Pan + the Lost Boys ,127.26,9.09,99.7,5.86,17,66.83,D,THE BEST OF THE BEST,2024
11 - 1,141,Dallas Goedert,TE,the   jadey bunch,119.07,7.94,82.6,8.26,10,66.67,D,THE BEST OF THE BEST,2024
4 - 5,47,Michael Pittman Jr.,WR,Toon Squad,181.26,12.08,131.3,8.21,16,66.57,D,THE BEST OF THE BEST,2024
12 - 6,160,Evan McPherson,K,Maid of Honor,138.85,8.17,88.0,7.33,12,66.41,D,THE BEST OF THE BEST,2024
9 - 1,113,49ers D/ST,D/ST,the   jadey bunch,127.76,7.52,84.0,4.94,17,65.71,D,THE BEST OF THE BEST,2024
12 - 10,164,Antonio Gibson,RB,Terrell Suggs to be you,122.16,9.4,91.9,5.41,17,65.55,D,THE BEST OF THE BEST,2024
10 - 2,128,Jaylen Warren,RB,The Upside Down,150.65,10.76,105.1,7.01,15,65.44,D,THE BEST OF THE BEST,2024
9 - 2,114,Harrison Butker,K,Crazy Kat,146.59,8.62,96.0,7.38,13,65.32,D,THE BEST OF THE BEST,2024
4 - 10,52,Deebo Samuel Sr.,WR,Terrell Suggs to be you,190.09,13.58,128.1,8.54,15,65.19,D,THE BEST OF THE BEST,2024
6 - 2,72,Trevor Lawrence,QB,The Upside Down,249.08,16.61,145.2,14.52,10,64.97,D,THE BEST OF THE BEST,2024
10 - 10,136,Tyler Lockett,WR,Terrell Suggs to be you,135.79,9.7,96.5,5.68,17,64.73,D,THE BEST OF THE BEST,2024
7 - 6,90,Daniel Jones,QB,sports,225.4,16.1,135.3,13.53,10,64.35,D,THE BEST OF THE BEST,2024
12 - 9,163,Joshua Palmer,WR,sports,136.5,9.1,87.9,5.86,15,64.08,D,THE BEST OF THE BEST,2024
12 - 1,155,Jaleel McLaughlin,RB,The  Dream crusher,117.83,8.42,85.2,5.32,16,63.77,D,THE BEST OF THE BEST,2024
12 - 14,168,Rashid Shaheed,WR,the   jadey bunch,131.58,8.77,69.8,9.97,7,63.7,D,THE BEST OF THE BEST,2024
5 - 9,65,Tank Dell,WR,Maid of Honor,176.65,11.78,114.5,8.18,14,63.62,D,THE BEST OF THE BEST,2024
1 - 14,14,Anthony Richardson,QB,The  Dream crusher,275.89,18.39,162.86,14.81,11,63.46,D,THE BEST OF THE BEST,2024
8 - 12,110,Tyjae Spears,RB,Wu-Tangs Killabeez,150.5,10.75,98.6,8.22,12,63.4,D,THE BEST OF THE BEST,2024
3 - 8,36,Jaylen Waddle,WR,It HURTS being an Eagles fan ,178.81,11.92,120.6,8.04,15,63.27,D,THE BEST OF THE BEST,2024
6 - 8,78,Keon Coleman,WR,Peter Pan + the Lost Boys ,140.5,9.37,97.0,7.46,13,62.33,D-,THE BEST OF THE BEST,2024
11 - 12,152,Saints D/ST,D/ST,Team Rodriguez,116.17,6.83,66.0,3.88,17,61.97,D-,THE BEST OF THE BEST,2024
4 - 2,44,Stefon Diggs,WR,The Upside Down,183.35,12.22,98.42,12.3,8,61.24,D-,THE BEST OF THE BEST,2024
12 - 12,166,T.J. Hockenson,TE,Wu-Tangs Killabeez,100.84,10.08,66.0,6.6,10,60.68,D-,THE BEST OF THE BEST,2024
6 - 5,75,Amari Cooper,WR,Toon Squad,172.86,11.52,100.7,7.19,14,60.15,D-,THE BEST OF THE BEST,2024
8 - 3,101,Will Levis,QB,Team Rodriguez,229.52,15.3,119.94,9.99,12,59.57,F-,THE BEST OF THE BEST,2024
9 - 13,125,Jake Ferguson,TE,The Upside Down,132.96,8.86,74.9,5.35,14,59.08,F-,THE BEST OF THE BEST,2024
7 - 10,94,Christian Watson,WR,Toon Squad,161.35,10.76,90.8,6.05,15,58.72,F-,THE BEST OF THE BEST,2024
9 - 9,121,Zack Moss,RB,Maid of Honor,140.17,10.01,70.4,8.8,8,57.64,F-,THE BEST OF THE BEST,2024
7 - 2,86,Browns D/ST,D/ST,Crazy Kat,137.81,8.11,70.0,4.12,17,57.55,F-,THE BEST OF THE BEST,2024
2 - 8,22,Travis Etienne Jr.,RB,Peter Pan + the Lost Boys ,202.02,14.43,110.7,7.38,15,56.94,F-,THE BEST OF THE BEST,2024
7 - 5,89,Devin Singletary,RB,Terrell Suggs to be you,150.58,10.76,86.1,5.74,15,56.88,F-,THE BEST OF THE BEST,2024
5 - 6,62,Dalton Kincaid,TE,sports,134.52,8.97,78.8,6.06,13,56.67,F-,THE BEST OF THE BEST,2024
14 - 10,192,Brandin Cooks,WR,Terrell Suggs to be you,126.84,8.46,56.6,5.66,10,56.55,F-,THE BEST OF THE BEST,2024
9 - 4,116,Evan Engram,TE,Dirty Tone and  The Boys,139.71,9.31,66.0,7.33,9,56.45,F-,THE BEST OF THE BEST,2024
3 - 3,31,Dak Prescott,QB,Wu-Tangs Killabeez,276.67,18.44,116.52,14.57,8,55.71,F-,THE BEST OF THE BEST,2024
6 - 14,84,Kenneth Gainwell,RB,the   jadey bunch,67.17,4.8,54.6,3.21,17,55.19,F-,THE BEST OF THE BEST,2024
10 - 7,133,Gus Edwards,RB,It HURTS being an Eagles fan ,134.53,9.61,62.6,5.69,11,53.23,F-,THE BEST OF THE BEST,2024
7 - 11,95,Diontae Johnson,WR,Taco Tuesday Everyday,172.71,11.51,72.6,6.05,12,52.06,F-,THE BEST OF THE BEST,2024
5 - 7,63,Rashee Rice,WR,Peter Pan + the Lost Boys ,171.73,12.27,52.9,13.23,4,51.41,F-,THE BEST OF THE BEST,2024
9 - 3,115,Nick Chubb,RB,Wu-Tangs Killabeez,125.75,13.97,60.8,7.6,8,51.21,F-,THE BEST OF THE BEST,2024
14 - 4,186,Adonai Mitchell,WR,Taco Tuesday Everyday,107.3,7.15,42.26,2.49,17,50.93,F-,THE BEST OF THE BEST,2024
14 - 7,189,Jaguars D/ST,D/ST,It HURTS being an Eagles fan ,114.73,6.75,36.0,2.12,17,50.69,F-,THE BEST OF THE BEST,2024
13 - 12,180,Curtis Samuel,WR,Team Rodriguez,134.9,8.99,48.2,3.44,14,50.57,F-,THE BEST OF THE BEST,2024
13 - 1,169,Trey Benson,RB,the   jadey bunch,110.83,7.92,44.0,3.38,13,49.22,F-,THE BEST OF THE BEST,2024
7 - 13,97,Christian Kirk,WR,The Upside Down,163.68,10.91,57.4,7.17,8,48.54,F-,THE BEST OF THE BEST,2024
8 - 1,99,Raheem Mostert,RB,The  Dream crusher,157.59,11.26,61.4,4.72,13,47.9,F-,THE BEST OF THE BEST,2024
12 - 13,167,Gabe Davis,WR,Crazy Kat,144.52,9.63,43.9,4.39,10,47.36,F-,THE BEST OF THE BEST,2024
12 - 7,161,Jaylen Wright,RB,It HURTS being an Eagles fan ,49.61,3.54,25.2,1.68,15,47.09,F-,THE BEST OF THE BEST,2024
10 - 12,138,Mike Williams,WR,Wu-Tangs Killabeez,135.61,9.69,46.3,2.57,17,46.38,F-,THE BEST OF THE BEST,2024
5 - 4,60,Deshaun Watson,QB,Dirty Tone and  The Boys,258.63,17.24,76.72,10.96,7,46.21,F-,THE BEST OF THE BEST,2024
8 - 7,105,Ezekiel Elliott,RB,It HURTS being an Eagles fan ,144.37,10.31,51.5,3.43,15,45.05,F-,THE BEST OF THE BEST,2024
12 - 5,159,Greg Zuerlein,K,Toon Squad,140.96,8.29,35.0,4.38,8,44.22,F-,THE BEST OF THE BEST,2024
13 - 13,181,Khalil Herbert,RB,The Upside Down,96.65,6.9,26.5,1.89,14,42.39,F-,THE BEST OF THE BEST,2024
2 - 12,26,Chris Olave,WR,Wu-Tangs Killabeez,202.54,13.5,60.7,7.59,8,41.76,F-,THE BEST OF THE BEST,2024
11 - 9,149,Blake Corum,RB,Maid of Honor,108.2,7.73,30.0,1.76,17,41.51,F-,THE BEST OF THE BEST,2024
4 - 1,43,Brandon Aiyuk,WR,The  Dream crusher,184.85,12.32,49.9,7.13,7,39.5,F-,THE BEST OF THE BEST,2024
11 - 6,146,Ja'Lynn Polk,WR,sports,114.71,7.65,26.7,1.78,15,38.67,F-,THE BEST OF THE BEST,2024
10 - 13,139,Ty Chandler,RB,Crazy Kat,125.99,9.0,25.4,1.49,17,37.03,F-,THE BEST OF THE BEST,2024
2 - 2,16,Isiah Pacheco,RB,The Upside Down,209.84,14.99,50.9,7.27,7,34.97,F-,THE BEST OF THE BEST,2024
10 - 14,140,Hollywood Brown,WR,the   jadey bunch,118.43,9.87,13.6,6.8,2,34.94,F-,THE BEST OF THE BEST,2024
1 - 1,1,Christian McCaffrey,RB,the   jadey bunch,301.83,23.22,40.3,10.08,4,27.56,F-,THE BEST OF THE BEST,2024
5 - 14,70,Zamir White,RB,The  Dream crusher,164.85,11.78,26.3,3.29,8,24.76,F-,THE BEST OF THE BEST,2024
10 - 9,135,Jonathon Brooks,RB,sports,128.17,12.82,6.0,2.0,3,10.0,F-,THE BEST OF THE BEST,2024
1 - 5,5,Christian McCaffrey,RB,Steel Curtain Athletics,0.0,0.0,391.3,24.46,16,100.0,A+,Turf On Grade 2.0,2023
3 - 5,21,CeeDee Lamb,WR,Steel Curtain Athletics,0.0,0.0,403.2,23.72,17,100.0,A+,Turf On Grade 2.0,2023
1 - 8,8,Tyreek Hill,WR,Trestleches,0.0,0.0,376.4,23.52,16,100.0,A+,Turf On Grade 2.0,2023
1 - 3,3,Josh Allen,QB,Now there are two of them!,0.0,0.0,392.64,23.1,17,98.41,A+,Turf On Grade 2.0,2023
16 - 6,126,Dak Prescott,QB,Now there are two of them!,0.0,0.0,342.84,20.17,17,97.33,A+,Turf On Grade 2.0,2023
5 - 4,36,Jalen Hurts,QB,Did I Set My Lineup?,0.0,0.0,356.82,20.99,17,95.79,A,Turf On Grade 2.0,2023
3 - 7,23,Amon-Ra St. Brown,WR,Team Date,242.06,16.14,330.9,20.68,16,95.28,A,Turf On Grade 2.0,2023
7 - 6,54,Breece Hall,RB,OAC PADS,0.0,0.0,290.5,17.09,17,93.28,A,Turf On Grade 2.0,2023
3 - 2,18,Lamar Jackson,QB,#18 gridIRON Reinforcements,0.0,0.0,331.22,20.7,16,92.43,A-,Turf On Grade 2.0,2023
6 - 1,41,Keenan Allen,WR,Trestleches,0.0,0.0,278.86,21.45,13,91.8,A-,Turf On Grade 2.0,2023
4 - 1,25,A.J. Brown,WR,Trestleches,0.0,0.0,289.6,17.04,17,90.79,A-,Turf On Grade 2.0,2023
3 - 3,19,Travis Etienne Jr.,RB,Now there are two of them!,0.0,0.0,282.4,16.61,17,90.19,A-,Turf On Grade 2.0,2023
7 - 7,55,Rachaad White,RB,Team Date,0.0,0.0,267.9,15.76,17,89.85,B+,Turf On Grade 2.0,2023
5 - 3,35,Mike Evans,WR,Now there are two of them!,0.0,0.0,282.5,16.62,17,89.25,B+,Turf On Grade 2.0,2023
2 - 5,13,Stefon Diggs,WR,Did I Set My Lineup?,0.0,0.0,273.8,16.11,17,88.69,B+,Turf On Grade 2.0,2023
6 - 6,46,DJ Moore,WR,Now there are two of them!,0.0,0.0,286.5,16.85,17,88.67,B+,Turf On Grade 2.0,2023
8 - 2,58,Alvin Kamara,RB,Team Date,0.0,0.0,233.0,17.92,13,88.24,B+,Turf On Grade 2.0,2023
3 - 8,24,Joe Mixon,RB,Trestleches,0.0,0.0,267.0,15.71,17,87.76,B+,Turf On Grade 2.0,2023
2 - 4,12,Davante Adams,WR,Steel Curtain Athletics,0.0,0.0,265.4,15.61,17,87.57,B+,Turf On Grade 2.0,2023
2 - 8,16,Patrick Mahomes,QB,Jacobs@Jacobs.com,0.0,0.0,280.22,17.51,16,87.35,B+,Turf On Grade 2.0,2023
2 - 1,9,Bijan Robinson,RB,Trestleches,0.0,0.0,246.3,14.49,17,86.68,B,Turf On Grade 2.0,2023
2 - 3,11,Derrick Henry,RB,OAC PADS,0.0,0.0,246.66,14.51,17,86.62,B,Turf On Grade 2.0,2023
5 - 2,34,Jahmyr Gibbs,RB,#18 gridIRON Reinforcements,0.0,0.0,242.1,16.14,15,86.61,B,Turf On Grade 2.0,2023
1 - 2,2,Ja'Marr Chase,WR,#18 gridIRON Reinforcements,0.0,0.0,262.72,16.42,16,86.4,B,Turf On Grade 2.0,2023
13 - 8,104,Evan Engram,TE,Trestleches,0.0,0.0,230.3,13.55,17,86.37,B,Turf On Grade 2.0,2023
7 - 8,56,Trevor Lawrence,QB,Trestleches,0.0,0.0,262.54,16.41,16,85.43,B,Turf On Grade 2.0,2023
4 - 7,31,Deebo Samuel,WR,#18 gridIRON Reinforcements,0.0,0.0,243.7,16.25,15,85.43,B,Turf On Grade 2.0,2023
2 - 2,10,Saquon Barkley,RB,Team Date,0.0,0.0,223.2,15.94,14,85.23,B,Turf On Grade 2.0,2023
9 - 6,70,Justin Herbert,QB,OAC PADS,0.0,0.0,234.16,18.01,13,84.17,B,Turf On Grade 2.0,2023
8 - 4,60,James Cook,RB,Steel Curtain Athletics,0.0,0.0,232.7,13.69,17,84.14,B,Turf On Grade 2.0,2023
11 - 7,87,Brandon Aiyuk,WR,Team Date,0.0,0.0,249.2,15.58,16,83.86,B,Turf On Grade 2.0,2023
11 - 5,85,Tua Tagovailoa,QB,Steel Curtain Athletics,0.0,0.0,270.36,15.9,17,83.56,B,Turf On Grade 2.0,2023
11 - 4,84,Russell Wilson,QB,Did I Set My Lineup?,0.0,0.0,256.9,17.13,15,83.53,B,Turf On Grade 2.0,2023
1 - 1,1,Justin Jefferson,WR,Jacobs@Jacobs.com,0.0,0.0,202.2,20.22,10,83.21,B,Turf On Grade 2.0,2023
12 - 3,91,Michael Pittman Jr.,WR,OAC PADS,0.0,0.0,250.2,15.64,16,83.18,B,Turf On Grade 2.0,2023
5 - 8,40,T.J. Hockenson,TE,Trestleches,0.0,0.0,219.0,14.6,15,83.05,B,Turf On Grade 2.0,2023
4 - 5,29,Chris Olave,WR,Did I Set My Lineup?,220.98,14.73,231.3,14.46,16,82.84,B-,Turf On Grade 2.0,2023
1 - 6,6,Travis Kelce,TE,OAC PADS,0.0,0.0,219.4,14.63,15,82.65,B-,Turf On Grade 2.0,2023
8 - 3,59,James Conner,RB,OAC PADS,0.0,0.0,201.5,15.5,13,82.45,B-,Turf On Grade 2.0,2023
4 - 6,30,DeVonta Smith,WR,Now there are two of them!,0.0,0.0,227.6,14.23,16,82.21,B-,Turf On Grade 2.0,2023
9 - 4,68,David Montgomery,RB,Did I Set My Lineup?,0.0,0.0,207.2,14.8,14,82.17,B-,Turf On Grade 2.0,2023
4 - 3,27,DK Metcalf,WR,OAC PADS,0.0,0.0,225.4,14.09,16,82.04,B-,Turf On Grade 2.0,2023
3 - 1,17,Tony Pollard,RB,Jacobs@Jacobs.com,0.0,0.0,222.6,13.09,17,81.62,B-,Turf On Grade 2.0,2023
6 - 3,43,Amari Cooper,WR,OAC PADS,0.0,0.0,227.0,15.13,15,81.57,B-,Turf On Grade 2.0,2023
10 - 8,80,Isiah Pacheco,RB,Jacobs@Jacobs.com,0.0,0.0,213.9,15.28,14,81.56,B-,Turf On Grade 2.0,2023
6 - 4,44,Justin Fields,QB,Steel Curtain Athletics,0.0,0.0,230.18,17.71,13,81.5,B-,Turf On Grade 2.0,2023
5 - 7,39,Calvin Ridley,WR,Team Date,0.0,0.0,229.9,13.52,17,81.36,B-,Turf On Grade 2.0,2023
13 - 3,99,D'Andre Swift,RB,Now there are two of them!,0.0,0.0,199.3,12.46,16,81.3,B-,Turf On Grade 2.0,2023
14 - 2,106,Brian Robinson Jr.,RB,Team Date,0.0,0.0,198.1,13.21,15,80.16,B-,Turf On Grade 2.0,2023
8 - 1,57,Kenneth Walker III,RB,Trestleches,0.0,0.0,199.4,13.29,15,80.15,B-,Turf On Grade 2.0,2023
14 - 6,110,David Njoku,TE,Now there are two of them!,0.0,0.0,201.2,12.57,16,80.04,B-,Turf On Grade 2.0,2023
9 - 7,71,George Kittle,TE,Team Date,0.0,0.0,203.2,12.7,16,79.99,C+,Turf On Grade 2.0,2023
15 - 6,118,Jordan Addison,WR,OAC PADS,0.0,0.0,221.3,13.02,17,79.89,C+,Turf On Grade 2.0,2023
6 - 8,48,DeAndre Hopkins,WR,Jacobs@Jacobs.com,0.0,0.0,223.6,13.15,17,79.39,C+,Turf On Grade 2.0,2023
4 - 2,26,Jaylen Waddle,WR,Team Date,0.0,0.0,198.6,14.19,14,79.29,C+,Turf On Grade 2.0,2023
7 - 2,50,Chris Godwin,WR,#18 gridIRON Reinforcements,0.0,0.0,209.2,12.31,17,79.22,C+,Turf On Grade 2.0,2023
11 - 1,81,Geno Smith,QB,Jacobs@Jacobs.com,0.0,0.0,227.26,15.15,15,79.02,C+,Turf On Grade 2.0,2023
2 - 6,14,Josh Jacobs,RB,Now there are two of them!,0.0,0.0,181.1,13.93,13,78.63,C+,Turf On Grade 2.0,2023
8 - 7,63,Terry McLaurin,WR,#18 gridIRON Reinforcements,0.0,0.0,209.2,12.31,17,78.54,C+,Turf On Grade 2.0,2023
3 - 6,22,Garrett Wilson,WR,OAC PADS,250.1,16.67,213.2,12.54,17,78.33,C+,Turf On Grade 2.0,2023
12 - 5,93,Jakobi Meyers,WR,Did I Set My Lineup?,0.0,0.0,218.58,13.66,16,77.92,C+,Turf On Grade 2.0,2023
15 - 3,115,Kirk Cousins,QB,Now there are two of them!,0.0,0.0,149.74,18.72,8,77.91,C+,Turf On Grade 2.0,2023
4 - 8,32,Najee Harris,RB,Jacobs@Jacobs.com,0.0,0.0,195.5,11.5,17,77.85,C+,Turf On Grade 2.0,2023
1 - 4,4,Austin Ekeler,RB,Did I Set My Lineup?,0.0,0.0,185.4,13.24,14,77.36,C+,Turf On Grade 2.0,2023
10 - 5,77,Tyler Lockett,WR,Did I Set My Lineup?,0.0,0.0,202.4,11.91,17,75.84,C,Turf On Grade 2.0,2023
12 - 4,92,George Pickens,WR,Steel Curtain Athletics,0.0,0.0,208.8,12.28,17,75.66,C,Turf On Grade 2.0,2023
10 - 3,75,Jonathan Taylor,RB,OAC PADS,0.0,0.0,156.4,15.64,10,75.54,C,Turf On Grade 2.0,2023
9 - 2,66,Javonte Williams,RB,#18 gridIRON Reinforcements,0.0,0.0,179.2,11.2,16,75.41,C,Turf On Grade 2.0,2023
17 - 7,135,Jason Myers,K,Team Date,138.22,8.13,151.0,8.88,17,74.86,C,Turf On Grade 2.0,2023
15 - 8,120,Cowboys D/ST,D/ST,Trestleches,0.0,0.0,172.0,10.12,17,74.75,C,Turf On Grade 2.0,2023
17 - 4,132,Cameron Dicker,K,Did I Set My Lineup?,141.1,8.3,149.0,8.76,17,74.56,C,Turf On Grade 2.0,2023
16 - 3,123,Browns D/ST,D/ST,OAC PADS,0.0,0.0,166.0,9.76,17,74.4,C,Turf On Grade 2.0,2023
11 - 2,82,Cole Kmet,TE,#18 gridIRON Reinforcements,0.0,0.0,181.1,10.65,17,73.92,C,Turf On Grade 2.0,2023
9 - 1,65,Justin Tucker,K,Jacobs@Jacobs.com,146.18,8.6,155.0,9.12,17,73.86,C,Turf On Grade 2.0,2023
1 - 7,7,Cooper Kupp,WR,Team Date,0.0,0.0,164.4,13.7,12,73.65,C,Turf On Grade 2.0,2023
12 - 6,94,Courtland Sutton,WR,Now there are two of them!,0.0,0.0,190.2,11.89,16,72.95,C-,Turf On Grade 2.0,2023
16 - 5,125,Jake Elliott,K,Did I Set My Lineup?,142.38,8.38,155.0,9.12,17,72.82,C-,Turf On Grade 2.0,2023
9 - 8,72,Drake London,WR,Trestleches,0.0,0.0,174.38,10.9,16,72.76,C-,Turf On Grade 2.0,2023
17 - 5,133,Gabe Davis,WR,Steel Curtain Athletics,0.0,0.0,161.4,9.49,17,72.73,C-,Turf On Grade 2.0,2023
16 - 2,122,Bills D/ST,D/ST,Team Date,0.0,0.0,158.0,9.29,17,72.7,C-,Turf On Grade 2.0,2023
5 - 1,33,Mark Andrews,TE,Jacobs@Jacobs.com,0.0,0.0,135.4,13.54,10,72.32,C-,Turf On Grade 2.0,2023
10 - 4,76,Harrison Butker,K,Steel Curtain Athletics,142.22,8.37,153.0,9.0,17,71.96,C-,Turf On Grade 2.0,2023
5 - 5,37,Rhamondre Stevenson,RB,Steel Curtain Athletics,0.0,0.0,145.7,12.14,12,71.66,C-,Turf On Grade 2.0,2023
6 - 2,42,Joe Burrow,QB,Team Date,0.0,0.0,147.16,14.72,10,70.52,C-,Turf On Grade 2.0,2023
14 - 7,111,Dalton Schultz,TE,#18 gridIRON Reinforcements,0.0,0.0,150.5,10.03,15,70.29,C-,Turf On Grade 2.0,2023
3 - 4,20,Aaron Jones,RB,Did I Set My Lineup?,0.0,0.0,134.9,12.26,11,69.88,D+,Turf On Grade 2.0,2023
11 - 3,83,Christian Kirk,WR,Now there are two of them!,0.0,0.0,150.26,12.52,12,69.86,D+,Turf On Grade 2.0,2023
13 - 2,98,49ers D/ST,D/ST,#18 gridIRON Reinforcements,0.0,0.0,136.0,8.0,17,69.71,D+,Turf On Grade 2.0,2023
12 - 8,96,Brandin Cooks,WR,Jacobs@Jacobs.com,0.0,0.0,173.2,10.82,16,69.7,D+,Turf On Grade 2.0,2023
